feature,horizon,IC_mean,RankIC_mean,IC_std,negative_IC_ratio,n_folds,n_samples_mean
addr_ma7_dev,14,0.006144565186954518,-0.006762360281503415,0.049578001458822026,0.4117647058823529,17,182.7058823529412
addr_ma7_dev,21,0.003913882567616389,-0.006808936956126077,0.03444268213266578,0.5294117647058824,17,182.7058823529412
addr_ma7_dev,30,0.004111336829657954,0.007282452628918754,0.038005108204650084,0.5294117647058824,17,182.7058823529412
addr_ma7_dev,45,0.001277864989794667,-0.002449548637298969,0.039777403329124585,0.5294117647058824,17,182.7058823529412
addr_ma7_dev,60,-0.004776837761086977,-0.00900253176994414,0.028219770780997782,0.5,16,182.625
addr_ma7_dev,90,-0.007642725490902607,-0.012007863590391462,0.03576974143035872,0.5,16,182.625
addr_ma7_dev,120,-0.004082038870233651,-0.0025893240108757964,0.02906388268491495,0.5625,16,182.625
addr_ma7_dev,180,0.017408156546402053,0.004644069993774456,0.017250113286498003,0.2,15,182.6
addr_pct_1d,1,0.009490538310985537,0.012299394835614215,0.07312521615115324,0.35294117647058826,17,182.7058823529412
addr_pct_1d,2,0.0022833693332991326,-0.0006167411373776484,0.0552034387863322,0.47058823529411764,17,182.7058823529412
addr_pct_1d,3,-0.010776504964783658,-0.005233152797542356,0.056549606099501264,0.5294117647058824,17,182.7058823529412
addr_pct_1d,5,0.006347029357963208,0.0027291428640119353,0.03231644255499168,0.47058823529411764,17,182.7058823529412
addr_pct_1d,7,0.0029077938268655935,0.004826036722589289,0.02248395940627149,0.35294117647058826,17,182.7058823529412
addr_pct_1d,10,-0.0071656141066686755,-0.007783323251343059,0.02526722168371568,0.6470588235294118,17,182.7058823529412
addr_pct_1d,14,0.0017318810891552923,0.010721415655958121,0.021372823397359738,0.47058823529411764,17,182.7058823529412
addr_pct_1d,21,0.0066770904600637285,0.006223293675846216,0.021430019840519295,0.29411764705882354,17,182.7058823529412
addr_pct_1d,30,0.001057014075611791,0.009863631428339422,0.026439768890344544,0.4117647058823529,17,182.7058823529412
addr_pct_1d,45,-0.007078546334447513,-9.968207877018873e-05,0.022762535144869846,0.6470588235294118,17,182.7058823529412
