scope,strategy,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover
oos,quantile_long_only_0.02,0.020134228187919462,0.020134228187919462,0.0,0.7669769142314644,0.05054378985579744,0.49066786623435976,-0.1578924907706631,0.011865211200759373
full_history,full_exposure_sign,1.0,1.0,0.0,172.6395820227531,0.5631098797695993,0.836295422116352,-0.8339900882218972,0.00047460844803037496
full_history,sign_band_0.001,0.9995238095238095,0.9995238095238095,0.0,172.92144330413635,0.5633294901129011,0.8366199598774406,-0.8339900882218972,0.0009492168960607499
full_history,sign_band_0.0025,0.9966666666666667,0.9966666666666667,0.0,191.52941977400462,0.5771539805596362,0.8578544583252155,-0.8339900882218972,0.0023730422401518746
full_history,sign_band_0.005,0.9811904761904762,0.9811904761904762,0.0,181.07689872436748,0.569547011273549,0.8522537738814929,-0.8121708102138163,0.009966777408637873
full_history,sign_band_0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_history,sign_band_0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_history,long_only_sign,1.0,1.0,0.0,172.6395820227531,0.5631098797695993,0.836295422116352,-0.8339900882218972,0.00047460844803037496
full_history,long_only_band_0.001,0.9995238095238095,0.9995238095238095,0.0,172.92144330413635,0.5633294901129011,0.8366199598774406,-0.8339900882218972,0.0009492168960607499
full_history,long_only_band_0.0025,0.9966666666666667,0.9966666666666667,0.0,191.52941977400462,0.5771539805596362,0.8578544583252155,-0.8339900882218972,0.0023730422401518746
full_history,long_only_band_0.005,0.9811904761904762,0.9811904761904762,0.0,181.07689872436748,0.569547011273549,0.8522537738814929,-0.8121708102138163,0.009966777408637873
full_history,long_only_band_0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_history,long_only_band_0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full_history,quantile_ls_0.50,1.0,0.5,0.5,-0.7510037095363034,-0.11345534246210887,-0.16839176949234794,-0.9599280142725252,0.24205030849549122
full_history,quantile_ls_0.40,0.8,0.4,0.4,-0.8533494066390005,-0.15318838756514286,-0.24866859472431302,-0.9593263533802037,0.2439487422876127
full_history,quantile_ls_0.30,0.6,0.3,0.3,-0.7736777288417341,-0.12075677159999565,-0.22200299259739031,-0.9720077848627906,0.2230659705742762
full_history,quantile_ls_0.20,0.4002380952380952,0.20023809523809524,0.2,-0.6370621824489735,-0.0840444268432382,-0.18957614335100345,-0.9526013642953067,0.1684859990507831
full_history,quantile_ls_0.10,0.2,0.1,0.1,0.510015109931079,0.036340930767729374,0.11476692921632023,-0.7665577404539077,0.11200759373516848
full_history,quantile_ls_0.05,0.1,0.05,0.05,1.374788872967569,0.07779248509646775,0.40646020084333834,-0.5082201818124753,0.064546748932131
full_history,quantile_ls_0.02,0.04,0.02,0.02,0.22722620272304872,0.0178934003064255,0.15104253317762292,-0.23826487377393693,0.029425723777883245
full_history,quantile_asym_ls_L0.50_S0.50,1.0,0.5,0.5,-0.7510037095363034,-0.11345534246210887,-0.16839176949234794,-0.9599280142725252,0.24205030849549122
full_history,quantile_asym_ls_L0.50_S0.40,0.9,0.5,0.4,-0.731612120785339,-0.10767778875541412,-0.16708927352345151,-0.9390991967305499,0.23255813953488372
full_history,quantile_asym_ls_L0.50_S0.30,0.8,0.5,0.3,-0.4702884889544532,-0.05355063090892764,-0.08849237287062667,-0.9534128183394848,0.2235405790223066
full_history,quantile_asym_ls_L0.50_S0.20,0.7,0.5,0.2,0.2578053708901846,0.020065647774594186,0.03687004426009978,-0.9373306859090732,0.19079259610821073
full_history,quantile_asym_ls_L0.50_S0.10,0.6,0.5,0.1,3.4584301392477608,0.13822880560511575,0.28502284098749825,-0.7222457054397419,0.167062173706692
full_history,quantile_asym_ls_L0.50_S0.05,0.55,0.5,0.05,8.419905051831968,0.21441760528806109,0.4955929991789716,-0.7624544311478123,0.14570479354532512
full_history,quantile_asym_ls_L0.50_S0.02,0.52,0.5,0.02,6.04217300736031,0.1841998400714031,0.4444823008804237,-0.7239740734257311,0.13146654010441386
full_history,quantile_asym_ls_L0.40_S0.50,0.9,0.4,0.5,-0.8639452204472204,-0.15867127200827613,-0.24537911908889792,-0.9727843701807365,0.2534409112482202
full_history,quantile_asym_ls_L0.40_S0.40,0.8,0.4,0.4,-0.8533494066390005,-0.15318838756514286,-0.24866859472431302,-0.9593263533802037,0.2439487422876127
full_history,quantile_asym_ls_L0.40_S0.30,0.7,0.4,0.3,-0.7105588090181607,-0.10182184615789802,-0.177140979472784,-0.9662204699752256,0.2349311817750356
full_history,quantile_asym_ls_L0.40_S0.20,0.6,0.4,0.2,-0.31271894798883604,-0.03196017638448967,-0.06262918098879415,-0.951706722489985,0.20218319886093972
full_history,quantile_asym_ls_L0.40_S0.10,0.5,0.4,0.1,1.4361436414060207,0.0801763735656622,0.17952107311426704,-0.7734985383254468,0.17845277645942098
full_history,quantile_asym_ls_L0.40_S0.05,0.45,0.4,0.05,4.147157424909479,0.1524793595229479,0.39179778322058756,-0.7917836944149772,0.1570953962980541
full_history,quantile_asym_ls_L0.40_S0.02,0.42,0.4,0.02,2.847934016626021,0.12380277368339376,0.33569839211374064,-0.7130693951320318,0.14285714285714285
full_history,quantile_asym_ls_L0.30_S0.50,0.8,0.3,0.5,-0.8936149115270406,-0.17640772737481203,-0.28483792217291815,-0.9790291917836973,0.24157570004746085
